Name,Weight,Event,Time
Lou Crooks,109,Halloween 2018,2018-10-31T09:32:33-06:00
Lou Crooks,108,Halloween 2018,2018-10-31T010:40:32-06:00
Lou Crooks,111,Halloween 2018,2018-10-31T011:50:13-06:00
Lou Crooks,110,Halloween 2018,2018-10-31T012:14:52-06:00
Lou Crooks,111,Halloween 2018,2018-10-31T013:30:24-06:00
Lou Crooks,114,Halloween 2018,2018-10-31T014:24:22-06:00
Carli Crooks,100,Halloween 2018,2018-10-31T00:51:26-06:00
Carli Crooks,103,Halloween 2018,2018-10-31T01:37:31-06:00
Carli Crooks,103,Halloween 2018,2018-10-31T02:55:14-06:00
Carli Crooks,104,Halloween 2018,2018-10-31T03:35:36-06:00
Carli Crooks,103,Halloween 2018,2018-10-31T04:14:30-06:00
Carli Crooks,105,Halloween 2018,2018-10-31T05:34:25-06:00
Carli Crooks,106,Halloween 2018,2018-10-31T06:58:28-06:00
Carli Crooks,107,Halloween 2018,2018-10-31T07:37:35-06:00
Carli Crooks,107,Halloween 2018,2018-10-31T08:57:16-06:00
Carli Crooks,107,Halloween 2018,2018-10-31T09:59:44-06:00
Carli Crooks,108,Halloween 2018,2018-10-31T010:12:22-06:00
Carli Crooks,110,Halloween 2018,2018-10-31T011:20:33-06:00
Carli Crooks,114,Halloween 2018,2018-10-31T012:42:49-06:00
Carli Crooks,115,Halloween 2018,2018-10-31T013:28:55-06:00
Carli Crooks,113,Halloween 2018,2018-10-31T014:58:43-06:00
Annabelle Beer,101,Halloween 2018,2018-10-31T00:11:20-06:00
Annabelle Beer,100,Halloween 2018,2018-10-31T01:21:45-06:00
Annabelle Beer,101,Halloween 2018,2018-10-31T02:41:50-06:00
Annabelle Beer,104,Halloween 2018,2018-10-31T03:17:52-06:00
Annabelle Beer,104,Halloween 2018,2018-10-31T04:58:38-06:00
Annabelle Beer,106,Halloween 2018,2018-10-31T05:37:13-06:00
Annabelle Beer,104,Halloween 2018,2018-10-31T06:47:35-06:00
Annabelle Beer,109,Halloween 2018,2018-10-31T07:36:50-06:00
Annabelle Beer,107,Halloween 2018,2018-10-31T08:26:50-06:00
Annabelle Beer,108,Halloween 2018,2018-10-31T09:18:36-06:00
Annabelle Beer,109,Halloween 2018,2018-10-31T010:54:22-06:00
Annabelle Beer,109,Halloween 2018,2018-10-31T011:40:47-06:00
Brittany Ward,101,Thankgiving 2000,2000-11-30T00:38:14-06:00
Brittany Ward,101,Thankgiving 2000,2000-11-30T01:48:56-06:00
Brittany Ward,102,Thankgiving 2000,2000-11-30T02:30:18-06:00
Brittany Ward,104,Thankgiving 2000,2000-11-30T03:26:58-06:00
Brittany Ward,104,Thankgiving 2000,2000-11-30T04:34:57-06:00
Brittany Ward,105,Thankgiving 2000,2000-11-30T05:32:21-06:00
Marco Parisian,98,Thankgiving 2000,2000-11-30T00:53:53-06:00
Shawna Ward,99,Thankgiving 2000,2000-11-30T00:55:43-06:00
Shawna Ward,101,Thankgiving 2000,2000-11-30T01:49:51-06:00
Shawna Ward,101,Thankgiving 2000,2000-11-30T02:27:12-06:00
Shawna Ward,105,Thankgiving 2000,2000-11-30T03:21:54-06:00
Shawna Ward,106,Thankgiving 2000,2000-11-30T04:43:39-06:00
Shawna Ward,103,Thankgiving 2000,2000-11-30T05:24:17-06:00
Shawna Ward,107,Thankgiving 2000,2000-11-30T06:13:46-06:00
Shawna Ward,106,Thankgiving 2000,2000-11-30T07:12:59-06:00
Shawna Ward,107,Thankgiving 2000,2000-11-30T08:50:23-06:00
Shawna Ward,108,Thankgiving 2000,2000-11-30T09:10:17-06:00
Quinn Ward,101,Thankgiving 2000,2000-11-30T00:17:35-06:00
Quinn Ward,99,Thankgiving 2000,2000-11-30T01:57:19-06:00
Quinn Ward,100,Thankgiving 2000,2000-11-30T02:18:41-06:00
Quinn Ward,105,Thankgiving 2000,2000-11-30T03:25:46-06:00
Quinn Ward,103,Thankgiving 2000,2000-11-30T04:45:46-06:00
Quinn Ward,104,Thankgiving 2000,2000-11-30T05:52:26-06:00
Quinn Ward,107,Thankgiving 2000,2000-11-30T06:18:50-06:00
Quinn Ward,108,Thankgiving 2000,2000-11-30T07:41:57-06:00
Quinn Ward,106,Thankgiving 2000,2000-11-30T08:12:42-06:00
Quinn Ward,108,Thankgiving 2000,2000-11-30T09:52:13-06:00
Kaleb MacGyver,101,Thankgiving 2000,2000-11-30T00:51:13-06:00
Kaleb MacGyver,100,Thankgiving 2000,2000-11-30T01:26:15-06:00
Kaleb MacGyver,101,Thankgiving 2000,2000-11-30T02:23:33-06:00
Kaleb MacGyver,102,Thankgiving 2000,2000-11-30T03:17:40-06:00
Kaleb MacGyver,103,Thankgiving 2000,2000-11-30T04:13:58-06:00
Kaleb MacGyver,104,Thankgiving 2000,2000-11-30T05:36:41-06:00
Kaleb MacGyver,106,Thankgiving 2000,2000-11-30T06:54:45-06:00
Kaleb MacGyver,105,Thankgiving 2000,2000-11-30T07:11:51-06:00
Stanford MacGyver,99,Thankgiving 2000,2000-11-30T00:50:58-06:00
Stanford MacGyver,102,Thankgiving 2000,2000-11-30T01:59:31-06:00
Stanford MacGyver,100,Thankgiving 2000,2000-11-30T02:33:36-06:00
Stanford MacGyver,104,Thankgiving 2000,2000-11-30T03:28:22-06:00
Stanford MacGyver,102,Thankgiving 2000,2000-11-30T04:50:19-06:00
Stanford MacGyver,105,Thankgiving 2000,2000-11-30T05:38:24-06:00
Kaya Parisian,102,Thankgiving 2000,2000-11-30T00:10:16-06:00
Kaya Parisian,100,Thankgiving 2000,2000-11-30T01:43:43-06:00
Kaya Parisian,103,Thankgiving 2000,2000-11-30T02:51:25-06:00
Kaya Parisian,105,Thankgiving 2000,2000-11-30T03:16:26-06:00
Kaya Parisian,104,Thankgiving 2000,2000-11-30T04:56:29-06:00
Kaya Parisian,104,Thankgiving 2000,2000-11-30T05:42:26-06:00
Faustino Parisian,101,Thankgiving 2000,2000-11-30T00:32:39-06:00
Faustino Parisian,103,Thankgiving 2000,2000-11-30T01:11:19-06:00
Faustino Parisian,102,Thankgiving 2000,2000-11-30T02:50:10-06:00
Faustino Parisian,104,Thankgiving 2000,2000-11-30T03:11:21-06:00
Faustino Parisian,103,Thankgiving 2000,2000-11-30T04:22:57-06:00
Faustino Parisian,106,Thankgiving 2000,2000-11-30T05:52:22-06:00
Faustino Parisian,105,Thankgiving 2000,2000-11-30T06:15:25-06:00
Faustino Parisian,107,Thankgiving 2000,2000-11-30T07:55:47-06:00
Grover Parisian,101,Thankgiving 2000,2000-11-30T00:17:24-06:00
Grover Parisian,102,Thankgiving 2000,2000-11-30T01:37:32-06:00
Grover Parisian,102,Thankgiving 2000,2000-11-30T02:27:49-06:00
Grover Parisian,103,Thankgiving 2000,2000-11-30T03:12:26-06:00
Grover Parisian,103,Thankgiving 2000,2000-11-30T04:38:41-06:00
Lucy Ward,102,Thankgiving 2000,2000-11-30T00:43:30-06:00
Lucy Ward,100,Thankgiving 2000,2000-11-30T01:29:15-06:00
Lucy Ward,100,Thankgiving 2000,2000-11-30T02:14:56-06:00
Lucy Ward,105,Thankgiving 2000,2000-11-30T03:34:54-06:00
Lucy Ward,103,Thankgiving 2000,2000-11-30T04:15:58-06:00
Lucy Ward,107,Thankgiving 2000,2000-11-30T05:52:53-06:00
Lucy Ward,107,Thankgiving 2000,2000-11-30T06:45:52-06:00
Lucy Ward,108,Thankgiving 2000,2000-11-30T07:11:34-06:00
Lucy Ward,110,Thankgiving 2000,2000-11-30T08:47:19-06:00
Lucy Ward,111,Thankgiving 2000,2000-11-30T09:36:51-06:00
Lucy Ward,111,Thankgiving 2000,2000-11-30T010:50:31-06:00
Lucy Ward,111,Thankgiving 2000,2000-11-30T011:43:10-06:00
Brittany Ward,98,Fourth of July 2000,2000-07-04T00:10:26-06:00
Brittany Ward,102,Fourth of July 2000,2000-07-04T01:23:23-06:00
Brittany Ward,102,Fourth of July 2000,2000-07-04T02:29:45-06:00
Brittany Ward,105,Fourth of July 2000,2000-07-04T03:48:55-06:00
Brittany Ward,106,Fourth of July 2000,2000-07-04T04:20:43-06:00
Brittany Ward,107,Fourth of July 2000,2000-07-04T05:33:14-06:00
Marco Parisian,99,Fourth of July 2000,2000-07-04T00:53:47-06:00
Marco Parisian,102,Fourth of July 2000,2000-07-04T01:16:47-06:00
Marco Parisian,102,Fourth of July 2000,2000-07-04T02:48:41-06:00
Marco Parisian,103,Fourth of July 2000,2000-07-04T03:31:46-06:00
Marco Parisian,105,Fourth of July 2000,2000-07-04T04:34:11-06:00
Marco Parisian,104,Fourth of July 2000,2000-07-04T05:43:10-06:00
Marco Parisian,105,Fourth of July 2000,2000-07-04T06:56:33-06:00
Marco Parisian,106,Fourth of July 2000,2000-07-04T07:28:39-06:00
Shawna Ward,100,Fourth of July 2000,2000-07-04T00:43:31-06:00
Shawna Ward,99,Fourth of July 2000,2000-07-04T01:13:15-06:00
Shawna Ward,101,Fourth of July 2000,2000-07-04T02:54:15-06:00
Shawna Ward,102,Fourth of July 2000,2000-07-04T03:22:45-06:00
Shawna Ward,103,Fourth of July 2000,2000-07-04T04:24:40-06:00
Shawna Ward,103,Fourth of July 2000,2000-07-04T05:50:39-06:00
Shawna Ward,106,Fourth of July 2000,2000-07-04T06:36:12-06:00
Shawna Ward,108,Fourth of July 2000,2000-07-04T07:45:10-06:00
Shawna Ward,106,Fourth of July 2000,2000-07-04T08:58:53-06:00
Shawna Ward,107,Fourth of July 2000,2000-07-04T09:18:44-06:00
Shawna Ward,111,Fourth of July 2000,2000-07-04T010:14:55-06:00
Shawna Ward,113,Fourth of July 2000,2000-07-04T011:33:45-06:00
Quinn Ward,102,Fourth of July 2000,2000-07-04T00:34:56-06:00
Kaleb MacGyver,102,Fourth of July 2000,2000-07-04T00:13:26-06:00
Kaleb MacGyver,102,Fourth of July 2000,2000-07-04T01:14:22-06:00
Kaleb MacGyver,103,Fourth of July 2000,2000-07-04T02:51:25-06:00
Kaleb MacGyver,101,Fourth of July 2000,2000-07-04T03:56:11-06:00
Kaleb MacGyver,104,Fourth of July 2000,2000-07-04T04:36:13-06:00
Kaleb MacGyver,106,Fourth of July 2000,2000-07-04T05:33:44-06:00
Kaleb MacGyver,106,Fourth of July 2000,2000-07-04T06:25:32-06:00
Kaleb MacGyver,109,Fourth of July 2000,2000-07-04T07:49:42-06:00
Stanford MacGyver,102,Fourth of July 2000,2000-07-04T00:11:16-06:00
Stanford MacGyver,100,Fourth of July 2000,2000-07-04T01:57:21-06:00
Stanford MacGyver,103,Fourth of July 2000,2000-07-04T02:49:26-06:00
Stanford MacGyver,103,Fourth of July 2000,2000-07-04T03:49:18-06:00
Stanford MacGyver,105,Fourth of July 2000,2000-07-04T04:21:24-06:00
Stanford MacGyver,105,Fourth of July 2000,2000-07-04T05:28:51-06:00
Stanford MacGyver,106,Fourth of July 2000,2000-07-04T06:20:50-06:00
Stanford MacGyver,108,Fourth of July 2000,2000-07-04T07:52:50-06:00
Stanford MacGyver,110,Fourth of July 2000,2000-07-04T08:15:53-06:00
Stanford MacGyver,109,Fourth of July 2000,2000-07-04T09:55:46-06:00
Kaya Parisian,99,Fourth of July 2000,2000-07-04T00:39:55-06:00
Kaya Parisian,99,Fourth of July 2000,2000-07-04T01:37:21-06:00
Kaya Parisian,104,Fourth of July 2000,2000-07-04T02:26:50-06:00
Kaya Parisian,103,Fourth of July 2000,2000-07-04T03:14:49-06:00
Kaya Parisian,105,Fourth of July 2000,2000-07-04T04:17:38-06:00
Kaya Parisian,104,Fourth of July 2000,2000-07-04T05:31:10-06:00
Kaya Parisian,106,Fourth of July 2000,2000-07-04T06:40:35-06:00
Kaya Parisian,107,Fourth of July 2000,2000-07-04T07:29:50-06:00
Faustino Parisian,99,Fourth of July 2000,2000-07-04T00:58:25-06:00
Faustino Parisian,99,Fourth of July 2000,2000-07-04T01:10:40-06:00
Faustino Parisian,104,Fourth of July 2000,2000-07-04T02:10:48-06:00
Faustino Parisian,103,Fourth of July 2000,2000-07-04T03:41:27-06:00
Faustino Parisian,102,Fourth of July 2000,2000-07-04T04:31:36-06:00
Faustino Parisian,104,Fourth of July 2000,2000-07-04T05:33:20-06:00
Faustino Parisian,105,Fourth of July 2000,2000-07-04T06:32:49-06:00
Faustino Parisian,109,Fourth of July 2000,2000-07-04T07:54:38-06:00
Faustino Parisian,108,Fourth of July 2000,2000-07-04T08:27:23-06:00
Faustino Parisian,107,Fourth of July 2000,2000-07-04T09:18:16-06:00
Faustino Parisian,112,Fourth of July 2000,2000-07-04T010:56:29-06:00
Faustino Parisian,109,Fourth of July 2000,2000-07-04T011:46:27-06:00
Grover Parisian,102,Fourth of July 2000,2000-07-04T00:45:37-06:00
Grover Parisian,103,Fourth of July 2000,2000-07-04T01:25:46-06:00
Grover Parisian,101,Fourth of July 2000,2000-07-04T02:15:38-06:00
Grover Parisian,102,Fourth of July 2000,2000-07-04T03:47:28-06:00
Grover Parisian,105,Fourth of July 2000,2000-07-04T04:28:32-06:00
Grover Parisian,107,Fourth of July 2000,2000-07-04T05:10:25-06:00
Grover Parisian,104,Fourth of July 2000,2000-07-04T06:28:56-06:00
Grover Parisian,107,Fourth of July 2000,2000-07-04T07:15:29-06:00
Grover Parisian,109,Fourth of July 2000,2000-07-04T08:54:26-06:00
Grover Parisian,109,Fourth of July 2000,2000-07-04T09:43:29-06:00
Grover Parisian,108,Fourth of July 2000,2000-07-04T010:37:34-06:00
Grover Parisian,110,Fourth of July 2000,2000-07-04T011:32:31-06:00
Lucy Ward,98,Fourth of July 2000,2000-07-04T00:29:22-06:00
Lucy Ward,103,Fourth of July 2000,2000-07-04T01:51:40-06:00
Lucy Ward,104,Fourth of July 2000,2000-07-04T02:32:36-06:00
Lucy Ward,103,Fourth of July 2000,2000-07-04T03:38:41-06:00
Lucy Ward,105,Fourth of July 2000,2000-07-04T04:58:22-06:00
Lucy Ward,105,Fourth of July 2000,2000-07-04T05:19:28-06:00
Lucy Ward,108,Fourth of July 2000,2000-07-04T06:26:15-06:00
Lucy Ward,108,Fourth of July 2000,2000-07-04T07:40:30-06:00
Lucy Ward,106,Fourth of July 2000,2000-07-04T08:28:25-06:00
Lucy Ward,110,Fourth of July 2000,2000-07-04T09:45:34-06:00
Lucy Ward,109,Fourth of July 2000,2000-07-04T010:25:18-06:00
Lucy Ward,113,Fourth of July 2000,2000-07-04T011:31:24-06:00
Brittany Ward,100,New Year's Eve 2000,2000-12-31T00:46:32-06:00
Brittany Ward,99,New Year's Eve 2000,2000-12-31T01:55:11-06:00
Brittany Ward,102,New Year's Eve 2000,2000-12-31T02:47:35-06:00
Brittany Ward,102,New Year's Eve 2000,2000-12-31T03:35:35-06:00
Brittany Ward,106,New Year's Eve 2000,2000-12-31T04:20:26-06:00
Brittany Ward,104,New Year's Eve 2000,2000-12-31T05:18:53-06:00
Marco Parisian,98,New Year's Eve 2000,2000-12-31T00:14:28-06:00
Shawna Ward,99,New Year's Eve 2000,2000-12-31T00:14:27-06:00
Shawna Ward,103,New Year's Eve 2000,2000-12-31T01:33:23-06:00
Shawna Ward,102,New Year's Eve 2000,2000-12-31T02:47:40-06:00
Shawna Ward,104,New Year's Eve 2000,2000-12-31T03:13:53-06:00
Shawna Ward,104,New Year's Eve 2000,2000-12-31T04:32:50-06:00
Shawna Ward,106,New Year's Eve 2000,2000-12-31T05:24:45-06:00
Shawna Ward,104,New Year's Eve 2000,2000-12-31T06:37:24-06:00
Shawna Ward,109,New Year's Eve 2000,2000-12-31T07:21:39-06:00
Shawna Ward,106,New Year's Eve 2000,2000-12-31T08:35:32-06:00
Shawna Ward,109,New Year's Eve 2000,2000-12-31T09:14:37-06:00
Shawna Ward,108,New Year's Eve 2000,2000-12-31T010:47:13-06:00
Shawna Ward,113,New Year's Eve 2000,2000-12-31T011:15:12-06:00
Quinn Ward,101,New Year's Eve 2000,2000-12-31T00:56:35-06:00
Quinn Ward,101,New Year's Eve 2000,2000-12-31T01:17:36-06:00
Quinn Ward,104,New Year's Eve 2000,2000-12-31T02:31:45-06:00
Quinn Ward,104,New Year's Eve 2000,2000-12-31T03:42:10-06:00
Quinn Ward,106,New Year's Eve 2000,2000-12-31T04:25:25-06:00
Quinn Ward,104,New Year's Eve 2000,2000-12-31T05:20:18-06:00
Quinn Ward,105,New Year's Eve 2000,2000-12-31T06:54:52-06:00
Quinn Ward,108,New Year's Eve 2000,2000-12-31T07:32:10-06:00
Quinn Ward,108,New Year's Eve 2000,2000-12-31T08:57:51-06:00
Quinn Ward,109,New Year's Eve 2000,2000-12-31T09:14:23-06:00
Kaleb MacGyver,102,New Year's Eve 2000,2000-12-31T00:13:34-06:00
Kaleb MacGyver,99,New Year's Eve 2000,2000-12-31T01:22:26-06:00
Kaleb MacGyver,101,New Year's Eve 2000,2000-12-31T02:14:40-06:00
Kaleb MacGyver,103,New Year's Eve 2000,2000-12-31T03:54:40-06:00
Kaleb MacGyver,102,New Year's Eve 2000,2000-12-31T04:36:29-06:00
Kaleb MacGyver,105,New Year's Eve 2000,2000-12-31T05:48:39-06:00
Kaleb MacGyver,104,New Year's Eve 2000,2000-12-31T06:37:33-06:00
Kaleb MacGyver,105,New Year's Eve 2000,2000-12-31T07:46:38-06:00
Kaleb MacGyver,109,New Year's Eve 2000,2000-12-31T08:32:15-06:00
Kaleb MacGyver,111,New Year's Eve 2000,2000-12-31T09:59:36-06:00
Kaleb MacGyver,109,New Year's Eve 2000,2000-12-31T010:43:51-06:00
Kaleb MacGyver,113,New Year's Eve 2000,2000-12-31T011:10:59-06:00
Stanford MacGyver,102,New Year's Eve 2000,2000-12-31T00:10:27-06:00
Stanford MacGyver,102,New Year's Eve 2000,2000-12-31T01:30:52-06:00
Stanford MacGyver,104,New Year's Eve 2000,2000-12-31T02:23:57-06:00
Stanford MacGyver,103,New Year's Eve 2000,2000-12-31T03:58:16-06:00
Stanford MacGyver,103,New Year's Eve 2000,2000-12-31T04:54:13-06:00
Stanford MacGyver,105,New Year's Eve 2000,2000-12-31T05:25:47-06:00
Stanford MacGyver,105,New Year's Eve 2000,2000-12-31T06:25:45-06:00
Stanford MacGyver,105,New Year's Eve 2000,2000-12-31T07:39:45-06:00
Stanford MacGyver,110,New Year's Eve 2000,2000-12-31T08:57:56-06:00
Stanford MacGyver,111,New Year's Eve 2000,2000-12-31T09:24:41-06:00
Stanford MacGyver,112,New Year's Eve 2000,2000-12-31T010:58:57-06:00
Stanford MacGyver,110,New Year's Eve 2000,2000-12-31T011:31:38-06:00
Kaya Parisian,102,New Year's Eve 2000,2000-12-31T00:29:53-06:00
Kaya Parisian,100,New Year's Eve 2000,2000-12-31T01:42:37-06:00
Kaya Parisian,100,New Year's Eve 2000,2000-12-31T02:18:46-06:00
Kaya Parisian,105,New Year's Eve 2000,2000-12-31T03:24:26-06:00
Kaya Parisian,105,New Year's Eve 2000,2000-12-31T04:39:23-06:00
Kaya Parisian,105,New Year's Eve 2000,2000-12-31T05:47:29-06:00
Kaya Parisian,106,New Year's Eve 2000,2000-12-31T06:47:50-06:00
Kaya Parisian,105,New Year's Eve 2000,2000-12-31T07:53:10-06:00
Kaya Parisian,108,New Year's Eve 2000,2000-12-31T08:47:41-06:00
Kaya Parisian,107,New Year's Eve 2000,2000-12-31T09:51:41-06:00
Kaya Parisian,111,New Year's Eve 2000,2000-12-31T010:20:36-06:00
Kaya Parisian,111,New Year's Eve 2000,2000-12-31T011:19:55-06:00
Kaya Parisian,111,New Year's Eve 2000,2000-12-31T012:14:55-06:00
Kaya Parisian,115,New Year's Eve 2000,2000-12-31T013:23:53-06:00
Kaya Parisian,112,New Year's Eve 2000,2000-12-31T014:25:25-06:00
Faustino Parisian,99,New Year's Eve 2000,2000-12-31T00:49:50-06:00
Faustino Parisian,103,New Year's Eve 2000,2000-12-31T01:17:44-06:00
Faustino Parisian,104,New Year's Eve 2000,2000-12-31T02:49:16-06:00
Faustino Parisian,102,New Year's Eve 2000,2000-12-31T03:35:21-06:00
Faustino Parisian,102,New Year's Eve 2000,2000-12-31T04:49:37-06:00
Faustino Parisian,107,New Year's Eve 2000,2000-12-31T05:59:45-06:00
Faustino Parisian,106,New Year's Eve 2000,2000-12-31T06:46:14-06:00
Faustino Parisian,107,New Year's Eve 2000,2000-12-31T07:29:58-06:00
Faustino Parisian,107,New Year's Eve 2000,2000-12-31T08:47:19-06:00
Faustino Parisian,107,New Year's Eve 2000,2000-12-31T09:41:11-06:00
Grover Parisian,99,New Year's Eve 2000,2000-12-31T00:50:17-06:00
Grover Parisian,103,New Year's Eve 2000,2000-12-31T01:12:30-06:00
Grover Parisian,100,New Year's Eve 2000,2000-12-31T02:56:25-06:00
Grover Parisian,102,New Year's Eve 2000,2000-12-31T03:20:20-06:00
Grover Parisian,104,New Year's Eve 2000,2000-12-31T04:46:21-06:00
Grover Parisian,104,New Year's Eve 2000,2000-12-31T05:25:13-06:00
Grover Parisian,104,New Year's Eve 2000,2000-12-31T06:31:48-06:00
Grover Parisian,106,New Year's Eve 2000,2000-12-31T07:47:54-06:00
Grover Parisian,108,New Year's Eve 2000,2000-12-31T08:53:19-06:00
Grover Parisian,109,New Year's Eve 2000,2000-12-31T09:46:56-06:00
Grover Parisian,110,New Year's Eve 2000,2000-12-31T010:38:11-06:00
Grover Parisian,113,New Year's Eve 2000,2000-12-31T011:23:20-06:00
Lucy Ward,98,New Year's Eve 2000,2000-12-31T00:27:59-06:00
Lucy Ward,102,New Year's Eve 2000,2000-12-31T01:55:17-06:00
Lucy Ward,102,New Year's Eve 2000,2000-12-31T02:53:48-06:00
Lucy Ward,105,New Year's Eve 2000,2000-12-31T03:43:44-06:00
Lucy Ward,105,New Year's Eve 2000,2000-12-31T04:54:59-06:00
Lucy Ward,103,New Year's Eve 2000,2000-12-31T05:36:14-06:00
Lucy Ward,107,New Year's Eve 2000,2000-12-31T06:17:53-06:00
Lucy Ward,107,New Year's Eve 2000,2000-12-31T07:33:37-06:00
Lucy Ward,109,New Year's Eve 2000,2000-12-31T08:13:14-06:00
Lucy Ward,107,New Year's Eve 2000,2000-12-31T09:29:40-06:00
Lucy Ward,112,New Year's Eve 2000,2000-12-31T010:29:59-06:00
Lucy Ward,113,New Year's Eve 2000,2000-12-31T011:51:20-06:00
Lucy Ward,111,New Year's Eve 2000,2000-12-31T012:48:47-06:00
Lucy Ward,113,New Year's Eve 2000,2000-12-31T013:17:59-06:00
Lucy Ward,116,New Year's Eve 2000,2000-12-31T014:29:55-06:00
Brittany Ward,100,Labor Day 2000,2000-09-03T00:14:39-06:00
Brittany Ward,100,Labor Day 2000,2000-09-03T01:32:13-06:00
Marco Parisian,98,Labor Day 2000,2000-09-03T00:49:20-06:00
Marco Parisian,103,Labor Day 2000,2000-09-03T01:58:36-06:00
Marco Parisian,100,Labor Day 2000,2000-09-03T02:29:59-06:00
Marco Parisian,104,Labor Day 2000,2000-09-03T03:43:42-06:00
Marco Parisian,103,Labor Day 2000,2000-09-03T04:58:40-06:00
Marco Parisian,106,Labor Day 2000,2000-09-03T05:33:32-06:00
Marco Parisian,106,Labor Day 2000,2000-09-03T06:23:29-06:00
Marco Parisian,105,Labor Day 2000,2000-09-03T07:59:49-06:00
Marco Parisian,109,Labor Day 2000,2000-09-03T08:40:35-06:00
Marco Parisian,111,Labor Day 2000,2000-09-03T09:12:57-06:00
Marco Parisian,112,Labor Day 2000,2000-09-03T010:17:50-06:00
Marco Parisian,112,Labor Day 2000,2000-09-03T011:35:47-06:00
Shawna Ward,98,Labor Day 2000,2000-09-03T00:30:43-06:00
Shawna Ward,100,Labor Day 2000,2000-09-03T01:44:52-06:00
Shawna Ward,103,Labor Day 2000,2000-09-03T02:59:41-06:00
Shawna Ward,101,Labor Day 2000,2000-09-03T03:32:13-06:00
Shawna Ward,102,Labor Day 2000,2000-09-03T04:37:42-06:00
Shawna Ward,104,Labor Day 2000,2000-09-03T05:42:29-06:00
Shawna Ward,108,Labor Day 2000,2000-09-03T06:15:58-06:00
Shawna Ward,105,Labor Day 2000,2000-09-03T07:21:52-06:00
Shawna Ward,110,Labor Day 2000,2000-09-03T08:52:13-06:00
Shawna Ward,109,Labor Day 2000,2000-09-03T09:37:45-06:00
Shawna Ward,112,Labor Day 2000,2000-09-03T010:44:18-06:00
Shawna Ward,113,Labor Day 2000,2000-09-03T011:46:26-06:00
Quinn Ward,98,Labor Day 2000,2000-09-03T00:27:22-06:00
Kaleb MacGyver,101,Labor Day 2000,2000-09-03T00:32:56-06:00
Stanford MacGyver,101,Labor Day 2000,2000-09-03T00:57:25-06:00
Stanford MacGyver,100,Labor Day 2000,2000-09-03T01:35:42-06:00
Stanford MacGyver,100,Labor Day 2000,2000-09-03T02:26:19-06:00
Stanford MacGyver,105,Labor Day 2000,2000-09-03T03:28:11-06:00
Stanford MacGyver,102,Labor Day 2000,2000-09-03T04:39:56-06:00
Stanford MacGyver,106,Labor Day 2000,2000-09-03T05:49:48-06:00
Stanford MacGyver,106,Labor Day 2000,2000-09-03T06:43:35-06:00
Stanford MacGyver,105,Labor Day 2000,2000-09-03T07:19:57-06:00
Stanford MacGyver,108,Labor Day 2000,2000-09-03T08:38:50-06:00
Stanford MacGyver,109,Labor Day 2000,2000-09-03T09:32:26-06:00
Stanford MacGyver,110,Labor Day 2000,2000-09-03T010:57:13-06:00
Stanford MacGyver,111,Labor Day 2000,2000-09-03T011:15:34-06:00
Stanford MacGyver,114,Labor Day 2000,2000-09-03T012:42:23-06:00
Stanford MacGyver,113,Labor Day 2000,2000-09-03T013:50:57-06:00
Stanford MacGyver,112,Labor Day 2000,2000-09-03T014:21:28-06:00
Kaya Parisian,99,Labor Day 2000,2000-09-03T00:53:25-06:00
Faustino Parisian,101,Labor Day 2000,2000-09-03T00:21:33-06:00
Faustino Parisian,102,Labor Day 2000,2000-09-03T01:50:46-06:00
Faustino Parisian,102,Labor Day 2000,2000-09-03T02:37:43-06:00
Faustino Parisian,102,Labor Day 2000,2000-09-03T03:37:12-06:00
Faustino Parisian,104,Labor Day 2000,2000-09-03T04:24:51-06:00
Faustino Parisian,107,Labor Day 2000,2000-09-03T05:36:17-06:00
Faustino Parisian,104,Labor Day 2000,2000-09-03T06:48:42-06:00
Faustino Parisian,106,Labor Day 2000,2000-09-03T07:12:16-06:00
Grover Parisian,102,Labor Day 2000,2000-09-03T00:12:17-06:00
Grover Parisian,99,Labor Day 2000,2000-09-03T01:57:20-06:00
Lucy Ward,99,Labor Day 2000,2000-09-03T00:57:18-06:00
Lucy Ward,102,Labor Day 2000,2000-09-03T01:46:56-06:00
Lucy Ward,103,Labor Day 2000,2000-09-03T02:17:49-06:00
Lucy Ward,105,Labor Day 2000,2000-09-03T03:52:23-06:00
Lucy Ward,105,Labor Day 2000,2000-09-03T04:44:15-06:00
Lucy Ward,106,Labor Day 2000,2000-09-03T05:29:49-06:00
Lucy Ward,107,Labor Day 2000,2000-09-03T06:37:46-06:00
Lucy Ward,109,Labor Day 2000,2000-09-03T07:10:53-06:00
Lucy Ward,107,Labor Day 2000,2000-09-03T08:13:16-06:00
Lucy Ward,111,Labor Day 2000,2000-09-03T09:19:16-06:00
Lucy Ward,109,Labor Day 2000,2000-09-03T010:17:20-06:00
Lucy Ward,111,Labor Day 2000,2000-09-03T011:55:38-06:00
Brittany Ward,100,Halloween 2000,2000-10-31T00:10:25-06:00
Brittany Ward,102,Halloween 2000,2000-10-31T01:14:20-06:00
Brittany Ward,102,Halloween 2000,2000-10-31T02:35:20-06:00
Brittany Ward,104,Halloween 2000,2000-10-31T03:44:17-06:00
Brittany Ward,105,Halloween 2000,2000-10-31T04:46:49-06:00
Brittany Ward,103,Halloween 2000,2000-10-31T05:48:40-06:00
Brittany Ward,105,Halloween 2000,2000-10-31T06:56:45-06:00
